"Id","EducationId","RaceId","GenderId","Income","Children","EmploymentId","PoliticsId","ReligionId","Marriage","GenderPart","RacePart","ReligionPart","AgePart","PoliticsPart","EducationPart","AgeFirstMeet","AgeRomRel","EarnedMore","Work","School","Church","Internet","Vacation","Bar","Gym","PrivParty","OtherPlace","Quality","Duration","Together","AGeId","SameSex","age_difference"
"2866471","high school","white","male","92.4995","3","working - as a paid employee","democrat","christian","married","female","white","christian","47","democrat","high school","23","24","i earned more","yes","no","no","no","no","no","no","no","no","good","23","still together","47","different sex couple","0"
"2869721","less than high school","white","male","44.9995","2","retired","democrat","christian","married","female","white","none","66","democrat","some college","52","52","i earned more","no","no","no","no","no","yes","no","no","no","excellent","20","still together","72","different sex couple","6"
"2884681","bachelor's degree or higher","white","female","67.4995","1","working - as a paid employee","democrat","none","married","male","white","none","68","democrat","bachelor's degree or higher","21","22","i earned more","no","yes","no","no","no","no","no","no","no","good","46","still together","68","different sex couple","0"
"2897401","some college","hispanic","male","79.9995","3","working - as a paid employee","republican","christian","married","female","2+ races","christian","30","republican","some college","30","30","i earned more","no","no","no","no","yes","no","no","no","no","excellent","10","still together","40","different sex couple","10"
"2904546","bachelor's degree or higher","white","male","137.4995","2","working - as a paid employee","democrat","christian","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","32","democrat","bachelor's degree or higher","42","42","i earned more","no","no","no","no","no","no","no","no","yes","excellent","12","still together","54","same-sex couple","22"
"2907761","less than high school","white","female","44.9995","2","retired","democrat","christian","married","male","white","christian","77","republican","bachelor's degree or higher","23","24","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","52","still together","76","different sex couple","1"
"2910801","less than high school","black","male","92.4995","4 or more","retired","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","black","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","74","democrat","high school","20","20","i earned more","no","no","no","no","no","no","no","no","yes","excellent","60","still together","80","different sex couple","6"
"2947543","some college","white","female","44.9995","1","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","41","other","high school","41","41","partner earned more","no","no","no","no","no","yes","no","no","no","excellent","13","still together","54","different sex couple","13"
"3000751","less than high school","white","male","32.4995","2","retired","democrat","christian","married","female","white","christian","73","democrat","high school","17","19","i earned more","no","no","no","no","no","no","no","no","yes","excellent","56","still together","75","different sex couple","2"
"3089355","bachelor's degree or higher","hispanic","male","79.9995","1","working - as a paid employee","democrat","christian","not married","female","white","christian","27","democrat","bachelor's degree or higher","34","34","i earned more","no","yes","no","no","no","no","no","no","no","excellent","2","still together","35","different sex couple","8"
"3090271","bachelor's degree or higher","white","female","44.9995","2","working - self-employed","republican","baptist","married","male","white","baptist","27","republican","bachelor's degree or higher","23","23","partner earned more","yes","yes","yes","no","no","no","no","no","no","excellent","4","still together","27","different sex couple","0"
"3107281","bachelor's degree or higher","white","female","67.4995","4 or more","working - as a paid employee","democrat","christian","married","male","white","mormon","29","republican","some college","16","17","i earned more","yes","no","no","no","no","no","no","no","no","excellent","11","still together","28","different sex couple","1"
"3116381","high school","hispanic","female","92.4995","4 or more","not working","republican","christian","married","male","white","christian","39","republican","bachelor's degree or higher","14","18","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","20","still together","38","different sex couple","1"
"3127401","some college","white","male","22.4995","2","working - self-employed","democrat","christian","married","female","white","christian","51","other","some college","20","21","i earned more","yes","no","no","no","no","no","no","no","no","excellent","19","still together","40","different sex couple","11"
"3132476","bachelor's degree or higher","hispanic","female","79.9995","2","working - as a paid employee","democrat","christian","not married","female","white","christian","47","other","bachelor's degree or higher","25","25","i earned more","no","no","no","no","no","yes","no","no","no","excellent","22","still together","47","same-sex couple","0"
"3155321","high school","white","male","32.4995","3","working - as a paid employee","republican","christian","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","31","other","high school","16","19","i earned more","no","yes","no","no","no","no","no","no","no","excellent","13","still together","32","different sex couple","1"
"3184401","some college","hispanic","female","92.4995","4 or more","working - as a paid employee","democrat","christian","married","male","white","christian","41","other","bachelor's degree or higher","20","23","same amount","yes","no","no","no","no","no","no","no","no","fair","17","still together","40","different sex couple","1"
"3223501","some college","white","female","27.4995","1","working - as a paid employee","republican","jewish","married","male","white","jewish","52","republican","high school","17","17","partner earned more","no","no","no","no","no","no","no","yes","no","good","33","still together","50","different sex couple","2"
"3225411","high school","white","female","13.7495","4 or more","disabled","democrat","none","married","male","white","none","50","other","high school","16","18","same amount","no","no","no","no","no","no","no","no","yes","excellent","23","still together","41","different sex couple","9"
"3241291","high school","white","female","92.4995","4 or more","working - self-employed","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","none","37","other","some college","18","18","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","11","still together","29","different sex couple","8"
"3275291","bachelor's degree or higher","white","male","79.9995","3","working - self-employed","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","christian","30","republican","bachelor's degree or higher","10","18","i earned more","no","yes","no","no","no","no","no","no","no","excellent","11","still together","29","different sex couple","1"
"3306371","some college","white","male","187.5","2","working - as a paid employee","democrat","none","married","female","white","none","37","democrat","bachelor's degree or higher","18","18","i earned more","no","yes","no","no","no","no","no","no","no","excellent","19","still together","37","different sex couple","0"
"3339456","some college","white","male","137.4995","2","working - as a paid employee","republican","christian","not married","male","white","christian","41","republican","some college","24","24","i earned more","no","no","no","no","no","yes","no","no","no","excellent","21","still together","45","same-sex couple","4"
"3348643","some college","white","male","79.9995","1","retired","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","62","other","some college","50","50","same amount","no","no","no","no","no","no","yes","no","no","excellent","14","still together","64","different sex couple","2"
"3354341","less than high school","white","male","37.4995","3","not working","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","31","other","less than high school","23","23","i earned more","no","no","no","no","no","no","no","no","yes","excellent","11","still together","34","different sex couple","3"
"3366306","bachelor's degree or higher","white","female","137.4995","3","working - as a paid employee","democrat","none","married","female","white","none","33","democrat","bachelor's degree or higher","24","24","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","6","still together","30","same-sex couple","3"
"3420501","bachelor's degree or higher","other","female","67.4995","4 or more","working - as a paid employee","democrat","christian","married","male","2+ races","christian","53","democrat","bachelor's degree or higher","24","26","partner earned more","yes","no","no","no","no","no","no","no","no","good","24","still together","50","different sex couple","3"
"3431211","high school","white","female","67.4995","2","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","christian","25","democrat","high school","14","17","partner earned more","no","no","no","no","no","no","no","yes","no","excellent","4","still together","21","different sex couple","4"
"3458581","high school","hispanic","female","32.4995","3","not working","democrat","christian","married","male","black","christian","49","democrat","high school","43","43","partner earned more","no","no","no","no","no","yes","no","no","no","good","15","still together","58","different sex couple","9"
"3497476","bachelor's degree or higher","white","male","187.5","3","working - as a paid employee","democrat","none","not married","male","white","none","48","democrat","bachelor's degree or higher","29","29","partner earned more","no","no","no","no","no","no","no","yes","no","good","18","still together","47","same-sex couple","1"
"3535676","some college","white","female","79.9995","2","retired","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","54","republican","bachelor's degree or higher","56","56","same amount","no","no","yes","no","no","no","no","no","no","excellent","11","still together","67","same-sex couple","13"
"3552321","some college","white","male","92.4995","2","not working","democrat","none","married","female","white","christian","33","democrat","bachelor's degree or higher","20","20","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","12","still together","32","different sex couple","1"
"3554671","less than high school","white","male","67.4995","4 or more","retired","republican","baptist","married","female","white","baptist","66","other","less than high school","19","20","partner earned more","no","no","no","no","no","yes","no","no","no","excellent","47","still together","67","different sex couple","1"
"3566493","less than high school","2+ races","male","22.4995","1","working - as a paid employee","republican","baptist","not married","female","2+ races","baptist","42","republican","high school","45","45","i earned more","no","no","no","yes","no","no","no","no","no","excellent","4","still together","49","different sex couple","7"
"3596326","bachelor's degree or higher","black","female","112.4995","4 or more","working - as a paid employee","democrat","christian","married","male","black","christian","23","democrat","some college","30","30","i earned more","no","no","no","no","no","no","no","no","yes","good","2","still together","32","different sex couple","9"
"3601366","bachelor's degree or higher","white","male","67.4995","2","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","none","35","democrat","some college","21","21","i earned more","no","no","no","no","no","yes","no","no","no","excellent","15","still together","36","same-sex couple","1"
"3609351","bachelor's degree or higher","white","male","54.9995","4 or more","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","39","other","bachelor's degree or higher","23","23","i earned more","no","no","no","no","no","no","no","no","yes","excellent","12","still together","35","different sex couple","4"
"3638371","high school","hispanic","female","187.5","3","working - self-employed","other","christian","not married","male","other","christian","22","other","high school","36","36","i earned more","no","no","no","no","no","yes","no","no","no","poor","1","still together","37","different sex couple","15"
"3663613","some college","white","female","44.9995","1","working - as a paid employee","democrat","none","not married","male","white","none","68","other","bachelor's degree or higher","50","51","i earned more","no","no","no","no","no","yes","no","no","no","excellent","10","still together","61","different sex couple","7"
"3702371","high school","white","female","67.4995","4 or more","working - as a paid employee","republican","buddhist","married","male","white","buddhist","44","republican","high school","26","26","i earned more","yes","no","no","no","no","no","no","no","no","good","11","still together","37","different sex couple","7"
"3718681","high school","white","male","32.4995","1","retired","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","none","62","republican","high school","54","54","i earned more","no","no","no","no","no","no","no","yes","no","poor","14","still together","68","different sex couple","6"
"3742576","bachelor's degree or higher","white","female","187.5","3","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","55","democrat","bachelor's degree or higher","49","49","same amount","yes","no","no","no","no","no","no","no","no","good","8","still together","57","same-sex couple","2"
"3777631","less than high school","white","female","22.4995","2","disabled","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","christian","65","democrat","high school","36","36","partner earned more","no","no","no","no","no","yes","no","no","no","excellent","27","still together","63","different sex couple","2"
"3789451","high school","white","female","92.4995","4 or more","working - as a paid employee","republican","christian","married","male","white","none","47","democrat","bachelor's degree or higher","20","20","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","25","still together","45","different sex couple","2"
"3810446","bachelor's degree or higher","white","female","187.5","2","working - as a paid employee","democrat","buddhist","not married","female","white","christian","59","democrat","bachelor's degree or higher","24","24","i earned more","no","no","no","no","no","no","yes","yes","no","excellent","20","still together","44","same-sex couple","15"
"3823391","bachelor's degree or higher","white","male","162.4995","1","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","39","democrat","bachelor's degree or higher","36","36","i earned more","no","no","no","no","no","no","no","no","yes","good","2","still together","39","different sex couple","0"
"3858635","bachelor's degree or higher","white","male","27.4995","1","retired","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","50","democrat","bachelor's degree or higher","50","50","partner earned more","no","no","no","no","no","no","no","no","yes","good","13","still together","63","same-sex couple","13"
"3923555","bachelor's degree or higher","white","female","37.4995","1","retired","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","christian","56","republican","high school","53","54","partner earned more","no","no","no","no","no","no","no","no","yes","good","1","still together","55","different sex couple","1"
"3924481","bachelor's degree or higher","white","female","67.4995","1","working - as a paid employee","democrat","christian","married","male","white","none","50","democrat","bachelor's degree or higher","24","24","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","24","still together","48","different sex couple","2"
"3981321","high school","hispanic","female","112.4995","4 or more","working - as a paid employee","democrat","christian","married","male","other","christian","30","other","high school","13","19","partner earned more","no","yes","no","no","no","no","no","no","no","good","13","still together","32","different sex couple","2"
"4027356","less than high school","white","female","11.2495","4 or more","not working","democrat","baptist","not married","male","white","none","38","other","less than high school","15","16","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","19","still together","35","different sex couple","3"
"4041271","some college","black","female","67.4995","2","working - as a paid employee","republican","christian","married","male","black","christian","28","democrat","bachelor's degree or higher","17","18","partner earned more","no","yes","no","no","no","no","no","yes","no","excellent","9","still together","27","different sex couple","1"
"4047271","some college","white","male","67.4995","2","working - as a paid employee","democrat","christian","married","female","white","christian","31","democrat","some college","13","14","i earned more","no","yes","no","no","no","no","no","no","no","excellent","13","still together","27","different sex couple","4"
"4065491","some college","white","male","187.5","4 or more","working - as a paid employee","democrat","christian","married","female","white","christian","52","other","bachelor's degree or higher","24","25","i earned more","no","no","yes","no","no","no","no","no","no","excellent","24","still together","49","different sex couple","3"
"4087611","less than high school","white","male","54.9995","2","working - self-employed","republican","baptist","married","female","white","pentecostal","59","republican","high school","23","24","same amount","yes","no","no","no","no","no","no","no","no","good","37","still together","61","different sex couple","2"
"4181551","bachelor's degree or higher","white","male","187.5","4 or more","working - as a paid employee","republican","christian","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","51","other","less than high school","32","32","i earned more","no","no","no","no","no","no","no","no","yes","good","23","still together","55","different sex couple","4"
"4192621","bachelor's degree or higher","white","female","67.4995","2","retired","democrat","baptist","married","male","white","baptist","64","democrat","bachelor's degree or higher","21","21","same amount","no","yes","no","no","no","no","no","no","no","excellent","41","still together","62","different sex couple","2"
"4203591","some college","white","female","92.4995","2","retired","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","58","other","bachelor's degree or higher","5","23","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","36","still together","59","different sex couple","1"
"4212411","bachelor's degree or higher","white","male","137.4995","2","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","37","republican","bachelor's degree or higher","26","28","i earned more","no","no","no","no","no","no","no","no","yes","excellent","13","still together","41","different sex couple","4"
"4241205","some college","white","female","112.4995","4 or more","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","19","republican","some college","13","17","i earned more","no","yes","no","no","no","no","no","no","no","good","4","still together","20","different sex couple","1"
"4244731","some college","white","male","44.9995","1","retired","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","christian","61","republican","some college","71","71","same amount","no","no","yes","no","no","no","no","no","no","excellent","0","still together","73","different sex couple","12"
"4252251","bachelor's degree or higher","white","female","37.4995","2","working - as a paid employee","democrat","baptist","married","male","white","baptist","23","other","bachelor's degree or higher","20","21","i earned more","no","no","no","no","no","no","no","no","yes","good","4","still together","25","different sex couple","2"
"4265461","some college","hispanic","male","54.9995","2","working - as a paid employee","democrat","christian","married","female","white","mormon","52","other","high school","25","26","i earned more","no","no","no","no","no","yes","no","no","no","excellent","20","still together","46","different sex couple","6"
"4284351","some college","white","male","44.9995","4 or more","working - as a paid employee","democrat","none","married","female","white","christian","35","democrat","bachelor's degree or higher","26","26","i earned more","no","no","no","no","no","no","no","no","yes","excellent","9","still together","35","different sex couple","0"
"4317556","less than high school","2+ races","female","32.4995","3","disabled","democrat","baptist","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","62","other","bachelor's degree or higher","45","47","partner earned more","no","no","no","no","no","yes","no","no","no","good","8","still together","55","different sex couple","7"
"4322543","high school","white","male","44.9995","1","working - as a paid employee","democrat","christian","not married","female","white","christian","37","democrat","high school","48","48","partner earned more","no","no","no","yes","no","no","no","no","no","good","6","still together","54","different sex couple","17"
"4324731","less than high school","white","male","54.9995","2","retired","republican","baptist","married","female","2+ races","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","64","republican","high school","46","49","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","24","still together","73","different sex couple","9"
"4381301","bachelor's degree or higher","white","female","44.9995","2","working - as a paid employee","democrat","none","married","male","white","none","41","other","bachelor's degree or higher","17","18","partner earned more","no","yes","no","no","no","no","no","no","no","excellent","12","still together","30","different sex couple","11"
"4435215","some college","white","female","92.4995","4 or more","working - as a paid employee","republican","christian","not married","male","white","jewish","21","republican","bachelor's degree or higher","17","17","same amount","no","yes","no","no","no","no","no","no","no","excellent","4","still together","21","different sex couple","0"
"4448661","some college","white","female","17.4995","2","retired","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","mormon","67","republican","some college","25","25","partner earned more","no","no","no","no","no","no","no","yes","no","excellent","41","still together","66","different sex couple","1"
"4455231","some college","white","female","32.4995","3","working - self-employed","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","23","other","bachelor's degree or higher","19","19","partner earned more","no","no","yes","no","no","no","no","no","no","excellent","4","still together","23","different sex couple","0"
"4486613","some college","2+ races","male","54.9995","2","disabled","republican","jewish","married","female","white","jewish","53","other","some college","35","35","same amount","no","no","no","no","no","no","no","no","yes","fair","26","still together","61","different sex couple","8"
"4514371","high school","white","female","67.4995","4 or more","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","none","36","other","high school","25","25","partner earned more","yes","no","no","no","no","no","no","no","no","good","12","still together","37","different sex couple","1"
"4517611","less than high school","white","female","67.4995","3","disabled","democrat","baptist","married","male","white","baptist","65","republican","less than high school","13","13","i earned more","no","yes","no","no","no","no","no","no","no","good","48","still together","61","different sex couple","4"
"4536841","high school","white","female","32.4995","1","retired","republican","christian","married","male","white","christian","82","republican","some college","18","18","partner earned more","no","no","yes","no","no","no","no","no","no","excellent","66","still together","84","different sex couple","2"
"4553431","bachelor's degree or higher","white","female","162.4995","2","working - as a paid employee","republican","christian","married","male","white","christian","52","republican","some college","33","33","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","10","still together","43","different sex couple","9"
"4558443","bachelor's degree or higher","hispanic","female","27.4995","4 or more","not working","democrat","baptist","not married","male","white","baptist","37","other","less than high school","34","34","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","10","still together","44","different sex couple","7"
"4618291","bachelor's degree or higher","white","male","187.5","4 or more","working - as a paid employee","republican","christian","married","female","white","christian","29","republican","bachelor's degree or higher","23","23","partner earned more","no","no","no","no","no","no","no","no","yes","good","6","still together","29","different sex couple","0"
